birthdate	user_id	registration	company	job	mail	residence	imei	current_location	username	ssn	name
1946-01-29	1318	03/09/2023, 00:00:00	Smith-Williams		victormiles@gmail.com		3590433799317662212	(Decimal('-42.6275885'), Decimal('96.741837'))	haysbrandi	527-09-5764	Jordan Stone
2008-05-21	1588	2021-10-28	Jordan-Thompson		paigelopez@hotmail.com	"3808 Robert Junction Apt. 405
Port Joseph, IA 95679"	863033069630348214	(Decimal('13.207380'), Decimal('149.578181'))	darrell98	592-65-5900	Rebecca Foster
	784	2024/05/04	Morrison LLC		jennifer82@yahoo.com	"28246 Hall Dale Suite 527
New Christianhaven, TX 90059"	8630330696303481131	(Decimal('47.772555'), Decimal('-174.532247'))	collierdominic	764-63-1901	Julie Ferguson
1948-08-05	1331	28 Jan 2020	Stewart PLC		tfox@hotmail.com		863033069630348388	(Decimal('87.777995'), Decimal('-40.255043'))	curtis29	483-81-6069	David Williams
	916	2023/11/13	Taylor and Sons	Herpetologist	codyperez@gmail.com		8630330696303482485	(Decimal('48.747480'), Decimal('76.216003'))	tamara92	050-90-4539	Jessica Anderson
2007-10-17	2172	04 Feb 2019	Morgan, Robertson and Moore		kellybell@gmail.com		8630330696303482287	(Decimal('-80.470663'), Decimal('128.247048'))	sandovalchristopher	247-05-8648	Gina Yang
	2372	2021/07/11	Wyatt Ltd		eddiestanley@hotmail.com		359043379931766684	(Decimal('-54.901149'), Decimal('120.576180'))	louissmith	381-12-8956	Richard Christensen
	2108	2022/11/25	Hunter-King		michelle10@gmail.com		8630330696303481487	(Decimal('79.804553'), Decimal('18.644871'))	jessicaprice	805-24-7388	Hannah Strickland
1988-09-29	897	2020/11/11	Thornton LLC	Marketing executive	dmorales@yahoo.com		3590433799317661107	(Decimal('15.767440'), Decimal('-171.280316'))	melissaberry	074-05-7028	Jonathan Hancock
	1683	2018-06-18	Nash and Sons		dustin50@yahoo.com		863033069630348545	(Decimal('-76.2822255'), Decimal('53.460848'))	cunninghamlaura	373-58-7194	Sarah Cooper
	1203	10 Nov 2020	Ramirez, Erickson and Smith	IT technical support officer	marcussavage@yahoo.com		359043379931766759	(Decimal('27.9876055'), Decimal('-38.589143'))	petersonmark	020-07-0916	Anna Conner
1976-09-03	1283	2023/01/09	Walker-White		katherine04@gmail.com	"18346 Harper Corners
Wareview, AZ 44146"	8630330696303481461	(Decimal('-12.3694405'), Decimal('-117.478643'))	lisa20	371-43-4852	Glen Cox
	1932	2018/07/07	Wilson, Estes and Hull		roberto09@hotmail.com		3590433799317661933	(Decimal('9.0017335'), Decimal('116.078847'))	robinsonjonathan	851-49-9499	Katherine Heath
	1420	2023-06-17	Smith, Foster and Robinson		alexandrajohnson@gmail.com		8630330696303482436	(Decimal('-50.280473'), Decimal('169.673114'))	iavery	274-11-7658	Alec Wilcox
2018-03-02	1872	01/01/2021, 00:00:00	Williams and Sons		jacksonkevin@yahoo.com		359043379931766213	(Decimal('9.673754'), Decimal('-43.634803'))	chelseagarcia	854-23-3099	Darren Johns
1910-09-15	1012	10 May 2023	Mcguire-Marshall	Journalist, broadcasting	robinevans@gmail.com	"39742 Alexis Corners
Jenniferbury, SD 46036"	8630330696303482279	(Decimal('-60.0634615'), Decimal('134.024984'))	jamiesavage	277-17-5622	Karen Ortiz
2005-05-05	2336	23 Feb 2024	Smith, Knight and Rodriguez	Investment banker, operational	donaldmiller@yahoo.com	"814 Ramos Isle
Barnettton, AL 87729"	8630330696303481503	(Decimal('-56.028192'), Decimal('-94.862861'))	joshua89	691-36-2928	Jacob Snyder
	1296	2022/09/09	Hunt Inc		timothy91@gmail.com		359043379931766494	(Decimal('27.3581605'), Decimal('-176.972184'))	ericlandry	174-33-7263	Corey Alexander
1991-07-23	1842	2020-01-05	Hopkins-Rodriguez	Translator	riveramarcus@gmail.com		863033069630348859	(Decimal('8.495526'), Decimal('69.206955'))	barbarareese	664-90-5298	Jason Morgan
	807	14 Jul 2023	Schaefer PLC	Community development worker	wanderson@yahoo.com	"33149 Cook Stravenue Apt. 510
West Zacharybury, SD 19005"	3590433799317661099	(Decimal('20.240125'), Decimal('-4.957911'))	johnsonpatricia	391-93-9713	Victoria Hawkins
	651	18 Jun 2021	Walker Inc		whitakerdylan@yahoo.com		3590433799317661602	(Decimal('64.843423'), Decimal('-18.282287'))	wmatthews	109-48-4079	Douglas Thompson
	910	03/14/2023, 00:00:00	Boone, Ruiz and Wade		rhendricks@yahoo.com		359043379931766981	(Decimal('-78.806898'), Decimal('102.194151'))	xrogers	800-09-6306	Victor Moss
1953-04-20	430	09/21/2023, 00:00:00	Jones-Kramer		tuckermichael@yahoo.com	"3428 Linda Via Suite 683
West Robert, NY 11392"	359043379931766528	(Decimal('-3.3410815'), Decimal('26.264026'))	joyce83	512-86-0125	Alexis Hopkins
1934-01-12	456	2023-03-25	Hensley, Bryant and Wilson		jramirez@gmail.com	"USCGC Knight
FPO AA 07458"	3590433799317661859	(Decimal('-8.259011'), Decimal('136.593374'))	jacquelineramirez	557-57-9312	William Hayes
1911-01-12	21	17 Oct 2022	Johnson Group	Graphic designer	charles96@gmail.com	"2284 Christopher Common
South Sherryton, ND 03708"	3590433799317661792	(Decimal('57.633563'), Decimal('-66.008896'))	coleamy	166-60-8319	Brandon Hartman
1994-05-15	1586	01/17/2023, 00:00:00	Black LLC		matthew41@hotmail.com		8630330696303482469	(Decimal('26.8223555'), Decimal('101.535382'))	amysmith	718-95-3931	Tiffany Reilly
	2214	21 Apr 2018	Walker-Carlson	Biomedical scientist	nelsonalec@hotmail.com	"89335 Schmidt Gardens
Mcdonaldtown, VA 58330"	8630330696303481453	(Decimal('-19.568658'), Decimal('29.781724'))	alexander92	809-07-4632	Shannon Travis
	2355	2024-01-17	Garcia and Sons		donnahenderson@gmail.com	"300 Julie Pike Suite 795
Dillonberg, CA 81431"	8630330696303481347	(Decimal('77.339626'), Decimal('162.726897'))	dana08	721-94-2083	Nathan Brown
2010-12-28	1950	02 May 2023	Cantu, Harris and Cervantes		jeremyjohnson@gmail.com		359043379931766908	(Decimal('-33.8739835'), Decimal('-103.975384'))	taylorzachary	059-75-7242	Autumn Clark
	2234	2023/04/27	Dickerson, Stanley and Prince		aaronrivera@gmail.com	"6196 Erica Fields Suite 904
Port Carolynton, KY 55928"	8630330696303482071	(Decimal('-33.0545145'), Decimal('38.899951'))	chapmanchelsea	056-95-8354	Bobby Richards
	231	2017/10/31	Byrd-Donovan		burnsjessica@yahoo.com		3590433799317662295	(Decimal('-0.5468165'), Decimal('38.030857'))	burgessstacy	117-59-3534	Marisa Duncan
	1954	29 Oct 2020	Hendrix Inc		nathandaniels@yahoo.com		8630330696303481800	(Decimal('-25.5738645'), Decimal('-64.398879'))	rfernandez	872-88-2884	Adam Ortiz
1969-05-18	2331	2021-07-09	Meadows, Kim and Simon		maldonadonatalie@hotmail.com		8630330696303481222	(Decimal('-74.0084105'), Decimal('-167.531794'))	michael70	220-09-2950	Shirley Vaughn
	335	08/14/2021, 00:00:00	Santana-Silva		austinkimberly@yahoo.com	"503 Rodriguez Grove
New Troy, MN 63310"	3590433799317662022	(Decimal('-45.5353845'), Decimal('44.274001'))	kevin50	891-61-9837	Joshua Wilkins
1977-04-21	1701	2018-03-17	Vaughan, Johns and Kramer		aliciawalker@hotmail.com		8630330696303481214	(Decimal('-12.5672555'), Decimal('-51.737277'))	reedmary	019-15-8884	Lawrence Miller
	227	02/01/2018, 00:00:00	Garrett-Cantu		ashley85@hotmail.com		359043379931766353	(Decimal('-36.054612'), Decimal('12.007027'))	daniel76	541-64-7064	Devon Shaffer
	628	06 Jan 2019	Owens-Acosta	Plant breeder/geneticist	ywarren@hotmail.com	"74759 Bradley Springs Suite 018
Port Kevinmouth, HI 03620"	8630330696303481826	(Decimal('38.606102'), Decimal('-1.558714'))	gkeller	202-34-1812	Sandra Keller
	2541	2019-06-06	Mullins and Sons		jonathancarpenter@yahoo.com	"0469 Miranda Brooks
New Haileymouth, IA 44570"	8630330696303481974	(Decimal('-62.958756'), Decimal('-119.475029'))	kristin59	853-51-1407	Dana York
1955-07-10	1589	16 Oct 2022	Jones, Clark and Sanchez	Designer, blown glass/stained glass	zaustin@hotmail.com	"974 Charles Gateway
Lauraburgh, WV 00819"	8630330696303481958	(Decimal('-19.2390045'), Decimal('-50.489727'))	bryantheather	473-09-5588	Melissa James
1960-07-23	1274	11/28/2023, 00:00:00	Dean-Douglas	Hospital doctor	qanderson@gmail.com		3590433799317661941	(Decimal('-17.8795145'), Decimal('-145.552955'))	donald25	880-85-3079	Ashley Torres
	915	2024/08/10	Ingram LLC		justinduran@gmail.com	"3205 Scott Square
North Stephanie, AZ 17605"	3590433799317661909	(Decimal('-27.926853'), Decimal('-59.764372'))	washingtoncindy	246-38-9094	Samantha Haynes
1913-12-20	2095	06/29/2021, 00:00:00	Pacheco-Frost		jaclyn15@hotmail.com		8630330696303481164	(Decimal('80.668828'), Decimal('-4.933251'))	nathan67	828-38-9175	Christy Anderson
	2137	2020/08/15	Chan, Hughes and Guerra	Environmental consultant	ucooper@hotmail.com		3590433799317662105		gregory97	388-40-8392	Emily Myers
1915-08-03	1702	06/18/2024, 00:00:00	Russo and Sons		scott84@yahoo.com	"USNV Cole
FPO AE 97868"	8630330696303482469	(Decimal('-51.9725135'), Decimal('-124.809716'))	jackson21	082-35-3768	Lauren Johnson
1920-06-26	302	04/26/2021, 00:00:00	Solomon, Walters and Wagner		eddie34@hotmail.com		863033069630348883	(Decimal('25.333026'), Decimal('172.747107'))	randyhoward	062-18-4543	Margaret Harrison
	2552	2021-01-04	Gutierrez-Wilson		lisa98@gmail.com	"7638 King Crest Suite 944
Port Nicholasborough, SC 54222"	3590433799317662279	(Decimal('12.463625'), Decimal('173.801932'))	hjohnson	086-44-1822	Sarah Brown
1935-06-09	1150	2019/02/18	Young Ltd		rushkyle@yahoo.com		8630330696303481685	(Decimal('85.413564'), Decimal('143.024856'))	edward98	198-55-6719	Lisa Wheeler
	1499	2017-10-02	Ray PLC		robinsonalicia@yahoo.com		359043379931766197	(Decimal('25.6094485'), Decimal('-5.375693'))	juan80	633-19-1218	Valerie Bartlett
	1504	2020/10/18	Burgess, Gonzalez and Carlson	Quarry manager	perezdavid@gmail.com		8630330696303482071	(Decimal('-47.794341'), Decimal('-63.127281'))	allenbrandy	196-90-6959	Kenneth Thompson
	2541	2019/05/27	Jones, Roberts and Le	Programmer, applications	aaron56@hotmail.com		359043379931766395	(Decimal('-6.5770545'), Decimal('-92.413257'))	bwilson	241-67-9838	Teresa Williams
	251	2020/10/22	Mays Ltd		michellecase@yahoo.com	"330 Thomas Bypass Apt. 869
Schneiderland, MN 65104"	3590433799317661800	(Decimal('31.1884675'), Decimal('135.743510'))	zjones	549-95-4047	Wayne Chen
1977-04-19	2171	2024-06-21	Perez and Sons	Horticultural consultant	tuckersean@yahoo.com		3590433799317661792	(Decimal('-41.037251'), Decimal('-5.542412'))	austinwalters	420-16-7701	Penny Landry
1909-11-06	2588	14 Jan 2019	Moore PLC		renee13@yahoo.com	"493 Paul Port Apt. 053
New Alexandra, NM 51873"	3590433799317662386	(Decimal('-29.7106395'), Decimal('-0.950671'))	gmartinez	127-75-5844	Annette Gutierrez
2017-09-05	2048	2020/07/11	Marsh, Tate and Bradley		mpope@gmail.com		3590433799317661057	(Decimal('-36.443087'), Decimal('-120.481872'))	robinsonmichelle	462-41-5220	Gina Olson
1974-09-08	61	2023/07/12	Santiago, Russell and Sandoval		qwalsh@yahoo.com	"6248 Linda Grove
Wayneburgh, NY 42223"	359043379931766858	(Decimal('-41.417819'), Decimal('-33.641455'))	robert43	171-04-4801	Curtis Leonard
1965-12-26	1678	2021-03-16	Santana, Mason and Keller		ashleydillon@gmail.com		8630330696303482303	(Decimal('71.7950655'), Decimal('68.546772'))	allisongutierrez	001-04-8686	Ernest Fowler
1983-10-05	1185	11/17/2021, 00:00:00	Harris, Leonard and Holt	Lecturer, higher education	meyermatthew@gmail.com		8630330696303482105	(Decimal('35.738561'), Decimal('-60.576247'))	olewis	848-15-4117	Lisa Mccormick
	1298	2023-06-23	Bell-David		millermanuel@hotmail.com	"6483 Kemp Corner
Jenniferburgh, NH 25453"	8630330696303481859	(Decimal('3.950865'), Decimal('-139.196383'))	brandondunn	729-06-0050	Cynthia Wallace
1911-01-07	1970	03/16/2024, 00:00:00	Sanders, Ruiz and Morgan	Engineer, site	pruittchristopher@yahoo.com		359043379931766916	(Decimal('-52.9676545'), Decimal('-111.134940'))	thomashall	778-40-8314	Sonya Kelley
2000-11-20	1524	2024/05/27	Cruz-Sanchez	Microbiologist	ryan15@gmail.com		8630330696303482261	(Decimal('46.150158'), Decimal('-167.740586'))	davidrodriguez	364-55-0821	George Nelson
	2397	2020-06-01	Lopez Inc		justinkennedy@gmail.com		8630330696303481172	(Decimal('-72.020347'), Decimal('132.959122'))	mccormickdonna	478-66-4489	Jessica Graves
1987-10-13	1952	2022-10-23	Brooks and Sons		udonovan@yahoo.com		3590433799317662253	(Decimal('43.7850185'), Decimal('165.472128'))	mikaylagarcia	378-56-3853	Michael Schneider
1985-06-12	1238	2023-04-14	Carson and Sons	Private music teacher	justinsharp@hotmail.com	"948 Burton Mountains
Manuelborough, ID 15660"	8630330696303481461	(Decimal('9.9545325'), Decimal('-16.825154'))	michelle35	645-92-0012	Michaela Cain
	364	2022-04-14	Poole PLC		emilywilliams@gmail.com		3590433799317661941		slang	735-80-7185	Katelyn Reeves
1975-01-03	1569	05/23/2018, 00:00:00	Larson, Johnson and Webb		gevans@hotmail.com		359043379931766023	(Decimal('38.1730815'), Decimal('-31.853047'))	fmayo	482-42-4412	Kelly Bates
2022-12-02	845	2020/12/22	Ayala, Ross and Hoffman		qbaker@hotmail.com		359043379931766106	(Decimal('41.1932425'), Decimal('50.207526'))	clarkeallen	419-26-0135	Ryan Carr
2001-05-10	2136	16 Jan 2018	Phillips, Walsh and Meyer		mckenzieaaron@hotmail.com	"74676 Dean Lodge
New Ericachester, KS 26020"	3590433799317661966		hannah73	578-60-2832	Christopher Rhodes
	1487	06/16/2018, 00:00:00	Rodriguez-Marsh		krystal77@yahoo.com		359043379931766759	(Decimal('-10.807215'), Decimal('47.088176'))	martin05	290-54-2762	Michelle Garcia
1945-09-29	749	2021-05-12	Heath Group		lisa23@hotmail.com		863033069630348974	(Decimal('23.556691'), Decimal('-17.964450'))	pcontreras	073-32-2613	Roy Brown
1930-03-05	1886	08 Jan 2018	Wilson PLC		yschmidt@gmail.com		3590433799317661826	(Decimal('89.401513'), Decimal('-158.471167'))	kylegarcia	352-08-2705	Benjamin Hayes
2020-05-11	2344	07/07/2020, 00:00:00	Harris-Turner		colemannicholas@gmail.com	"8401 Sheila Falls Suite 157
Pedroshire, MH 94836"	863033069630348792	(Decimal('-45.5842125'), Decimal('-132.983011'))	andersongabriela	783-46-7810	Jodi Obrien
1914-08-04	1477	2018/06/13	Park PLC		christopher27@gmail.com	"63918 Jessica Cliffs Apt. 248
East Leslieton, AS 50331"	8630330696303482097	(Decimal('65.968846'), Decimal('-144.162345'))	howard51	808-44-8213	Jennifer Ryan
	516	2022/03/10	Martin, Phillips and Saunders	Clinical psychologist	patrickwashington@yahoo.com		3590433799317662154	(Decimal('75.9610355'), Decimal('178.241878'))	jamesneal	190-04-2604	Mr. John Thompson
	2323	2021-12-06	Stewart-Hall		dawnrobinson@hotmail.com		8630330696303482022	(Decimal('-13.734019'), Decimal('110.909580'))	ybrown	204-02-4409	Gail Cooke
	1382	2023/03/05	Frazier-Garcia		sue62@gmail.com		8630330696303482493	(Decimal('-36.542039'), Decimal('-109.460758'))	jamesholloway	258-45-1449	Ronald Clark
	1575	2024-08-05	Jimenez-Coleman		qgray@hotmail.com		3590433799317662030	(Decimal('81.1713245'), Decimal('26.562292'))	stephensonandrew	235-81-6569	Lorraine Cox
1994-02-24	1539	2018/03/04	Patterson and Sons	Town planner	msharp@gmail.com	"1095 Phillip Wall Suite 497
North Madison, MI 69364"	8630330696303481339	(Decimal('73.7710195'), Decimal('111.496589'))	sdiaz	547-97-6103	Douglas Frank
	1867	16 Aug 2024	Anderson and Sons		nicoleflores@gmail.com	"16654 Thompson Islands
Kyleville, NC 86983"	863033069630348677	(Decimal('-27.1769895'), Decimal('75.377239'))	fmason	521-20-8666	Briana Grant
	2150	2019/09/15	Johnson-Johnson		raymond65@gmail.com		863033069630348735	(Decimal('-38.5118155'), Decimal('150.530806'))	pittsjohn	085-45-9555	Charles Harris
2001-10-13	1824	02 May 2019	Gallegos, Alvarez and Cummings		albertavila@hotmail.com		359043379931766593	(Decimal('62.6229655'), Decimal('-88.703775'))	wilsondaniel	265-22-8769	James Rodriguez
	929	2021/08/19	Campbell LLC		ashleemcguire@gmail.com		863033069630348255	(Decimal('-45.2001195'), Decimal('120.957968'))	xharmon	547-93-0235	Matthew Bishop
2020-02-12	215	2023/11/03	Jefferson and Sons		jvalentine@hotmail.com		3590433799317661248	(Decimal('-62.5123605'), Decimal('-149.630855'))	donaldwebb	467-66-4840	Trevor Flores
	321	08 Jul 2020	Meyer-Mitchell		cervantesbrian@hotmail.com	"84392 Melanie Landing Apt. 701
Port Jonathanfort, AK 21965"	359043379931766379	(Decimal('-29.3005045'), Decimal('-1.633778'))	bwarren	153-97-3072	Wesley Thompson
1969-04-14	502	2021/10/20	Hubbard, Watts and Robinson		jessica30@yahoo.com	"070 Savage View
Hallland, CT 47734"	8630330696303482428	(Decimal('-70.5065145'), Decimal('47.557603'))	bethanybuchanan	576-11-6743	Mr. Christopher Morrison
2011-12-17	2148	10/05/2019, 00:00:00	Nichols-Romero		markkelley@gmail.com	"76154 Ryan Station
Lake Julia, ME 35546"	8630330696303481883	(Decimal('-5.125341'), Decimal('103.213543'))	psantos	497-51-7066	Trevor Steele
	887	23 Feb 2020	Jenkins-Welch		jweber@gmail.com		359043379931766429	(Decimal('-79.0219205'), Decimal('50.201873'))	kim44	582-80-6457	Rachel Bullock
	309	2021/02/24	Martinez-Larson	Optician, dispensing	thomasthomas@yahoo.com		3590433799317662147		samanthaball	425-14-2772	Linda Thompson
	2249	18 Feb 2018	Logan-Baker		reyesjames@yahoo.com	"015 Brown Points
Williamsland, IA 80345"	3590433799317662493	(Decimal('-73.854348'), Decimal('60.816504'))	jamesrodriguez	858-15-2854	Tiffany Norton
	62	06 Dec 2023	Smith PLC		mstephens@hotmail.com		863033069630348172	(Decimal('35.660303'), Decimal('72.857758'))	john92	298-76-1268	Edward Taylor
1953-12-21	590	2018/04/27	Smith, Boyd and Mckinney		wwebb@gmail.com	"407 Judy Neck
New Davidshire, SC 00882"	863033069630348149	(Decimal('50.3571895'), Decimal('8.490976'))	hansenmichael	342-60-8904	Luis Dyer
	2529	2019-12-17	Hawkins PLC		hannahvelasquez@hotmail.com		3590433799317661016	(Decimal('-34.5083015'), Decimal('-128.516408'))	taylor35	630-90-0175	Elizabeth Goodman
1993-07-20	1288	05 Jan 2020	Anderson-Jennings		dodsoncindy@gmail.com		863033069630348610	(Decimal('-37.412196'), Decimal('-34.317453'))	johnhicks	839-42-3225	Olivia Vasquez
	168	2019/05/03	Simmons-Johnston		stewartanthony@yahoo.com		8630330696303482204	(Decimal('56.986559'), Decimal('134.988526'))	stewartdaniel	689-56-4655	Donald Gomez
	2194	2019-01-16	Hamilton, Olson and Anderson		dennis79@hotmail.com		8630330696303482311	(Decimal('-85.164008'), Decimal('58.389822'))	fsullivan	266-71-5725	Mark Howard
	2126	30 Jan 2021	Casey-Snyder		mendozaallison@hotmail.com		863033069630348099	(Decimal('-68.6101195'), Decimal('109.140290'))	opowell	766-19-8146	Eric Cooper
	2433	2021-12-22	Lopez Group	Secretary, company	penningtonandrew@yahoo.com	"07559 Butler Plaza Suite 982
Bowmanborough, HI 95828"	359043379931766627	(Decimal('-50.7490825'), Decimal('131.923828'))	james61	258-27-2226	Holly Kim
2020-09-03	2373	02/03/2019, 00:00:00	Martin, Pham and Barron		osmith@gmail.com	"84793 Howell Station
Amandaport, UT 52768"	3590433799317661560	(Decimal('-29.010135'), Decimal('-28.240978'))	scott65	886-53-1414	Cesar Bowman
1944-02-06	1345	04/18/2022, 00:00:00	Cameron Ltd		fitzgeraldjuan@hotmail.com	"6188 Bethany Mountains
Davidville, ID 38372"	8630330696303482386	(Decimal('26.419561'), Decimal('39.449569'))	cramirez	754-95-2204	Brittney Cobb
	30	17 May 2019	Holmes-Jones		evanslinda@gmail.com		863033069630348768	(Decimal('-44.081735'), Decimal('-168.089632'))	paulcollier	259-79-9809	Jenna Davis
1986-10-28	1064	05/01/2023, 00:00:00	Key-Waller		weaversuzanne@yahoo.com		8630330696303482188	(Decimal('77.820066'), Decimal('-0.457281'))	nashmegan	230-89-2436	Lisa Davis DVM
1959-04-23	696	2019/07/16	Mills, Brown and Gutierrez		teresa40@yahoo.com		863033069630348990	(Decimal('-63.7174245'), Decimal('-137.618539'))	youngcarol	354-79-4736	John Goodwin
1917-09-02	381	28 Nov 2021	Lee LLC	Horticulturist, commercial	dthompson@yahoo.com	"6652 Khan Crest
Garymouth, AZ 64503"	359043379931766775	(Decimal('-55.8953815'), Decimal('13.256803'))	heatherjackson	313-88-9875	Austin Baker
1977-02-06	2163	2020-02-20	Thomas, Ruiz and Erickson		mross@hotmail.com		3590433799317661792	(Decimal('-0.885808'), Decimal('-121.116194'))	susan26	563-37-1387	Christine Bartlett
1964-02-17	1564	2022/02/27	Young, Gibbs and Bailey	Conservator, museum/gallery	jonescaitlin@gmail.com		8630330696303481701	(Decimal('63.7459185'), Decimal('-157.293487'))	edward38	453-31-3275	Joseph Bryant
1995-04-27	1462	11/27/2022, 00:00:00	Morris Inc		maddenkayla@hotmail.com		3590433799317662212	(Decimal('-81.2951275'), Decimal('-99.714471'))	victoria40	718-45-8695	Nicole Sandoval
